Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u66	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u67	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	PP	Partido Popular	Opposition	Centro-derecha - Derecha	EdurneUriarteBengoechea	Uriarte Bengoechea, Edurne	F	1960	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u68	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u69	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	PP	Partido Popular	Opposition	Centro-derecha - Derecha	EdurneUriarteBengoechea	Uriarte Bengoechea, Edurne	F	1960	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u70	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u71	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centro-izquierda - izquierda	OskarMatuteGarcíaDeJalón	Matute García De Jalón, Oskar	M	1972	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u72	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u73	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centro	AitorEstebanBravo	Esteban Bravo, Aitor	M	1962	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u74	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u75	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centro	AitorEstebanBravo	Esteban Bravo, Aitor	M	1962	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u76	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u77	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	Cs	Ciudadanos	Opposition	Centro-derecha	JuanIgnacioLópezBasValero	López-Bas Valero, Juan Ignacio	M	1969	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u78	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u79	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	BNG	Bloque Nacionalista Galego	Opposition	Izquierda	NéstorRegoCandamil	Rego Candamil, Néstor	M	1962	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u80	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u81	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centro-derecha	GenísBoadellaEsteve	Boadella Esteve, Genís	M	1979	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u82	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u83	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centro-derecha	JosepPagèsiMassó	Pagès i Massó, Josep	M	1972	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u84	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u85	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	ECP-GeC	En Comú Podem - Guayem el Canvi	Coalition	Izquierda	GerardoPisarelloPrados	Pisarello Prados, Gerardo	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u86	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u87	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	ECP-GeC	En Comú Podem - Guayem el Canvi	Coalition	Izquierda	GerardoPisarelloPrados	Pisarello Prados, Gerardo	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u88	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u89	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	PP	Partido Popular	Opposition	Centro-derecha - Derecha	EdurneUriarteBengoechea	Uriarte Bengoechea, Edurne	F	1960	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u90	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u91	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	PSC-PSOE	Partido Socialista de Cataluya - Partido Socialista Obrero Español	-	Centro-izquierda	ArnauRamírezCarner	Ramírez Carner, Arnau	M	1989	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u92	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u93	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u94	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	PP	Partido Popular	Opposition	Centro-derecha - Derecha	IsabelMaríaBorregoCortés	Borrego Cortés, Isabel María	F	1968	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u95	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u96	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	Vox	Vox	Opposition	Derecha - Extrema derecha	PatriciaRuedaPerelló	Rueda Perelló, Patricia	F	1976	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u97	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u98	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u99	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	PRC	Partido Regionalista de Cantabria	Opposition	Centro - Centro-izquierda	JoséMaríaMazónRamos	Mazón Ramos, José María	M	1951	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u100	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u101	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Orador/a invitado/a	notMP	notMinister	-	-	-	-	MaríaFernándezPérez	Fernández Pérez, María	M	1975	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u102	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u103	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Orador/a invitado/a	notMP	notMinister	-	-	-	-	MaríaFernándezPérez	Fernández Pérez, María	M	1975	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u104	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u105	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centro	IdoiaSagastizabalUnzetabarrenetxea	Sagastizabal Unzetabarrenetxea, Idoia	F	1972	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u106	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u107	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	Cs	Ciudadanos	Opposition	Centro-derecha	MaríaMuñozVidal	Muñoz Vidal, María	F	1978	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u108	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u109	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	Cs	Ciudadanos	Opposition	Centro-derecha	MaríaMuñozVidal	Muñoz Vidal, María	F	1978	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u110	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u111	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	Més Compromís	Més Compromís	Opposition	Izquierda	JoanBaldovíRoda	Baldoví Roda, Joan	M	1958	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u112	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u113	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	Més Compromís	Més Compromís	Opposition	Izquierda	JoanBaldovíRoda	Baldoví Roda, Joan	M	1958	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u114	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u115	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	Més Compromís	Més Compromís	Opposition	Izquierda	JoanBaldovíRoda	Baldoví Roda, Joan	M	1958	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u116	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u117	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centro-derecha	GenísBoadellaEsteve	Boadella Esteve, Genís	M	1979	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u118	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u119	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centro-izquierda - izquierda	JordiSalvadoriDuch	Salvador i Duch, Jordi	M	1964	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u120	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u121	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	UP	Unidas Podemos	Coalition	Izquierda	AntoniaJoverDíaz	Jover Díaz, Antonia	F	1958	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u122	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u123	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centro-izquierda	JoséCarlosDuránPeralta	Durán Peralta, José Carlos	M	-	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u124	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u125	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	PP	Partido Popular	Opposition	Centro-derecha - Derecha	IsabelMaríaBorregoCortés	Borrego Cortés, Isabel María	F	1968	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u126	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u127	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u128	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	Cs	Ciudadanos	Opposition	Centro-derecha	InésArrimadasGarcía	Arrimadas García, Inés	F	1981	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u129	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u130	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Diputado/a	MP	notMinister	Cs	Ciudadanos	Opposition	Centro-derecha	InésArrimadasGarcía	Arrimadas García, Inés	F	1981	
ParlaMint-ES_2023-02-07-CD230207	ParlaMint-ES_2023-02-07-CD230207.u131	Sesión plenaria núm. 231 (2023-02-07)	2023-02-07	Cámara Baja	Legislatura XIV	Sesión plenaria núm. 231	-	2023-02-07	-	COVID,Guerra	Español	Presidencia	-	-	-	-	-	-	-	-	-	-
