Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES_2023-02-14-CD230214	ParlaMint-ES_2023-02-14-CD230214.u1	Plenary session 234 (2023-02-14)	2023-02-14	Lower house	Legislatura XIV	Sesión plenaria núm. 234	-	2023-02-14	-	COVID,War	Spanish	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-14-CD230214	ParlaMint-ES_2023-02-14-CD230214.u2	Plenary session 234 (2023-02-14)	2023-02-14	Lower house	Legislatura XIV	Sesión plenaria núm. 234	-	2023-02-14	-	COVID,War	Spanish	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-14-CD230214	ParlaMint-ES_2023-02-14-CD230214.u3	Plenary session 234 (2023-02-14)	2023-02-14	Lower house	Legislatura XIV	Sesión plenaria núm. 234	-	2023-02-14	-	COVID,War	Spanish	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	FranciscoJavierOrtegaSmithMolina	Ortega Smith-Molina, Francisco Javier	M	1968	
ParlaMint-ES_2023-02-14-CD230214	ParlaMint-ES_2023-02-14-CD230214.u4	Plenary session 234 (2023-02-14)	2023-02-14	Lower house	Legislatura XIV	Sesión plenaria núm. 234	-	2023-02-14	-	COVID,War	Spanish	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-14-CD230214	ParlaMint-ES_2023-02-14-CD230214.u5	Plenary session 234 (2023-02-14)	2023-02-14	Lower house	Legislatura XIV	Sesión plenaria núm. 234	-	2023-02-14	-	COVID,War	Spanish	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Opposition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES_2023-02-14-CD230214	ParlaMint-ES_2023-02-14-CD230214.u6	Plenary session 234 (2023-02-14)	2023-02-14	Lower house	Legislatura XIV	Sesión plenaria núm. 234	-	2023-02-14	-	COVID,War	Spanish	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-14-CD230214	ParlaMint-ES_2023-02-14-CD230214.u7	Plenary session 234 (2023-02-14)	2023-02-14	Lower house	Legislatura XIV	Sesión plenaria núm. 234	-	2023-02-14	-	COVID,War	Spanish	Regular	MP	notMinister	CUP-PR	Candidatura d'Unitat Popular	Opposition	Left to far-left	AlbertBotranPahissa	Botran Pahissa, Albert	M	1984	
ParlaMint-ES_2023-02-14-CD230214	ParlaMint-ES_2023-02-14-CD230214.u8	Plenary session 234 (2023-02-14)	2023-02-14	Lower house	Legislatura XIV	Sesión plenaria núm. 234	-	2023-02-14	-	COVID,War	Spanish	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-14-CD230214	ParlaMint-ES_2023-02-14-CD230214.u9	Plenary session 234 (2023-02-14)	2023-02-14	Lower house	Legislatura XIV	Sesión plenaria núm. 234	-	2023-02-14	-	COVID,War	Spanish	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	MikelLegardaUriarte	Legarda Uriarte, Mikel	M	1956	
ParlaMint-ES_2023-02-14-CD230214	ParlaMint-ES_2023-02-14-CD230214.u10	Plenary session 234 (2023-02-14)	2023-02-14	Lower house	Legislatura XIV	Sesión plenaria núm. 234	-	2023-02-14	-	COVID,War	Spanish	Chairperson	-	-	-	-	-	-	-	-	-	-
