Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES_2023-02-21-CD230221	ParlaMint-ES_2023-02-21-CD230221.u1	Plenary session 237 (2023-02-21)	2023-02-21	Lower house	Legislatura XIV	Sesión plenaria núm. 237	-	2023-02-21	-	COVID,War	Spanish	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-21-CD230221	ParlaMint-ES_2023-02-21-CD230221.u2	Plenary session 237 (2023-02-21)	2023-02-21	Lower house	Legislatura XIV	Sesión plenaria núm. 237	-	2023-02-21	-	COVID,War	Spanish	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	JoséFranciscoDuqueMorán	Duque Morán, José Francisco	M	1965	
ParlaMint-ES_2023-02-21-CD230221	ParlaMint-ES_2023-02-21-CD230221.u3	Plenary session 237 (2023-02-21)	2023-02-21	Lower house	Legislatura XIV	Sesión plenaria núm. 237	-	2023-02-21	-	COVID,War	Spanish	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-21-CD230221	ParlaMint-ES_2023-02-21-CD230221.u4	Plenary session 237 (2023-02-21)	2023-02-21	Lower house	Legislatura XIV	Sesión plenaria núm. 237	-	2023-02-21	-	COVID,War	Spanish	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-21-CD230221	ParlaMint-ES_2023-02-21-CD230221.u5	Plenary session 237 (2023-02-21)	2023-02-21	Lower house	Legislatura XIV	Sesión plenaria núm. 237	-	2023-02-21	-	COVID,War	Spanish	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-21-CD230221	ParlaMint-ES_2023-02-21-CD230221.u6	Plenary session 237 (2023-02-21)	2023-02-21	Lower house	Legislatura XIV	Sesión plenaria núm. 237	-	2023-02-21	-	COVID,War	Spanish	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	MartaRosiqueiSaltor	Rosique i Saltor, Marta	F	1996	
ParlaMint-ES_2023-02-21-CD230221	ParlaMint-ES_2023-02-21-CD230221.u7	Plenary session 237 (2023-02-21)	2023-02-21	Lower house	Legislatura XIV	Sesión plenaria núm. 237	-	2023-02-21	-	COVID,War	Spanish	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-21-CD230221	ParlaMint-ES_2023-02-21-CD230221.u8	Plenary session 237 (2023-02-21)	2023-02-21	Lower house	Legislatura XIV	Sesión plenaria núm. 237	-	2023-02-21	-	COVID,War	Spanish	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	MartaRosiqueiSaltor	Rosique i Saltor, Marta	F	1996	
ParlaMint-ES_2023-02-21-CD230221	ParlaMint-ES_2023-02-21-CD230221.u9	Plenary session 237 (2023-02-21)	2023-02-21	Lower house	Legislatura XIV	Sesión plenaria núm. 237	-	2023-02-21	-	COVID,War	Spanish	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES_2023-02-21-CD230221	ParlaMint-ES_2023-02-21-CD230221.u10	Plenary session 237 (2023-02-21)	2023-02-21	Lower house	Legislatura XIV	Sesión plenaria núm. 237	-	2023-02-21	-	COVID,War	Spanish	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Opposition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
